# section=2
# run_id=D
# param_name=mdelta
# param_value=700
# m_delta_mev=700.0
# g_delta_factor=2.0000
# lambda_3_factor=1.0000
# lambda_delta_factor=0.2500
# t_loop4_factor=4.0
# include_omega_1_num=True
# mu_min_mev=250.0
# mu_max_mev=900.0
# num_raw_points=700
# omega_vac_mev4=-5.8164593665e+08
# branch=stable
# columns=mu_q_mev mu_B_mev phi_mev delta_mev gap_mev mu_e_mev mu_8_mev delta_mu_mev gap_minus_delta_mu_mev pressure_mev4 quark_density_mev3 baryon_density_mev3 energy_density_mev4 cs2 omega_min_mev4 phase success neutrality_residual_norm
3.1788268956e+02 9.5364806867e+02 5.8027061330e+01 1.4399351059e+01 9.2899039088e+01 1.4898615500e+02 -3.1018080592e+01 7.4493077502e+01 1.8405961587e+01 3.3194272417e+07 4.2970854047e+06 1.4323618016e+06 1.3327747933e+09 5.7584499336e-02 -6.1484020907e+08 2SC 1 6.6691040531e-06
3.1881258941e+02 9.5643776824e+02 5.8027061330e+01 1.4399351059e+01 9.2899039088e+01 1.4956322834e+02 -3.0740004986e+01 7.4781614172e+01 1.8117424916e+01 3.7232168227e+07 4.5981140527e+06 1.5327046842e+06 1.4287044793e+09 4.4454237328e-02 -6.1887810488e+08 2SC 1 3.8863382971e-06
3.1974248927e+02 9.5922746781e+02 5.3166549890e+01 1.5435367544e+01 9.9583016416e+01 1.5954707357e+02 -3.1295244335e+01 7.9773536786e+01 1.9809479630e+01 4.1745843616e+07 4.9003172698e+06 1.6334390899e+06 1.5250937984e+09 5.7957732383e-02 -6.2339178027e+08 2SC 1 1.2846035044e-06
3.2067238913e+02 9.6201716738e+02 5.3166549890e+01 1.5435367544e+01 9.9583016416e+01 1.6010603885e+02 -3.1030981251e+01 8.0053019427e+01 1.9529996989e+01 4.6345776883e+07 5.1177785013e+06 1.7059261671e+06 1.5947844822e+09 7.4596382408e-02 -6.2799171354e+08 2SC 1 3.9152468305e-06
3.2160228898e+02 9.6480686695e+02 5.0147021154e+01 1.5862158254e+01 1.0233650486e+02 1.6566010786e+02 -3.0566737134e+01 8.2830053931e+01 1.9506450933e+01 5.1263886609e+07 5.3047876308e+06 1.7682625436e+06 1.6547679580e+09 8.2378187662e-02 -6.3290982326e+08 2SC 1 3.9734534850e-05
3.2253218884e+02 9.6759656652e+02 5.0147021154e+01 1.5862158254e+01 1.0233650486e+02 1.6620986803e+02 -3.0312130457e+01 8.3104934013e+01 1.9231570851e+01 5.6211619401e+07 5.4901831871e+06 1.8300610624e+06 1.7145491811e+09 7.0975598420e-02 -6.3785755605e+08 2SC 1 2.8586887955e-05
3.2346208870e+02 9.7038626609e+02 4.8255603073e+01 1.6031246886e+01 1.0342739926e+02 1.6955735803e+02 -2.9626558387e+01 8.4778679015e+01 1.8648720248e+01 6.1474527729e+07 5.8136698154e+06 1.9378899385e+06 1.8190272538e+09 7.6063265002e-02 -6.4312046438e+08 2SC 1 8.7708992039e-05
3.2439198856e+02 9.7317596567e+02 4.4001626298e+01 1.6566780010e+01 1.0688245168e+02 1.7625981464e+02 -2.9130919072e+01 8.8129907321e+01 1.8752544354e+01 6.7023880860e+07 6.0019968172e+06 2.0006656057e+06 1.8799758020e+09 1.5233831737e-01 -6.4866981751e+08 2SC 1 6.7605276597e-05
3.2532188841e+02 9.7596566524e+02 4.3631652261e+01 1.6811443539e+01 1.0846092606e+02 1.7762610238e+02 -2.9586307085e+01 8.8813051190e+01 1.9647874870e+01 7.2637039692e+07 6.0962995924e+06 2.0320998641e+06 1.9106226560e+09 1.5741331132e-01 -6.5428297635e+08 2SC 1 6.1539738376e-05
3.2625178827e+02 9.7875536481e+02 4.3094920380e+01 1.6977995387e+01 1.0953545411e+02 1.7904440024e+02 -2.9680849789e+01 8.9522200119e+01 2.0013253989e+01 7.8361777098e+07 6.2478206192e+06 2.0826068731e+06 1.9600008727e+09 1.0195130914e-01 -6.6000771375e+08 2SC 1 2.1377011687e-05
3.2718168813e+02 9.8154506438e+02 4.2219219713e+01 1.7049859513e+01 1.0999909363e+02 1.8067594908e+02 -2.9286611179e+01 9.0337974542e+01 1.9661119092e+01 8.4256734692e+07 6.4692785077e+06 2.1564261692e+06 2.0323727284e+09 8.5005837635e-02 -6.6590267135e+08 2SC 1 4.7744999410e-05
3.2811158798e+02 9.8433476395e+02 3.7626461624e+01 1.7624234471e+01 1.1370473852e+02 1.8691765404e+02 -2.9051798208e+01 9.3458827022e+01 2.0245911503e+01 9.0393339415e+07 6.6811869143e+06 2.2270623048e+06 2.1017815086e+09 1.3104713919e-01 -6.7203927607e+08 2SC 1 4.4122553616e-05
3.2904148784e+02 9.8712446352e+02 3.7712089242e+01 1.7614063394e+01 1.1363911867e+02 1.8733450506e+02 -2.8823860991e+01 9.3667252530e+01 1.9971866142e+01 9.6682404204e+07 6.8040682274e+06 2.2680227425e+06 2.1421383287e+09 1.7166003641e-01 -6.7832834086e+08 2SC 1 5.7928885993e-06
3.2997138770e+02 9.8991416309e+02 3.6956888886e+01 1.7752525828e+01 1.1453242470e+02 1.8879582675e+02 -2.8765613105e+01 9.4397913377e+01 2.0134511319e+01 1.0304754356e+08 6.9083746827e+06 2.3027915609e+06 2.1765184372e+09 1.6377847024e-01 -6.8469348021e+08 2SC 1 1.3620718694e-05
3.3090128755e+02 9.9270386266e+02 3.5097464465e+01 1.8079685338e+01 1.1664313122e+02 1.9153636772e+02 -2.8927358229e+01 9.5768183858e+01 2.0874947358e+01 1.0953059746e+08 7.0551614591e+06 2.3517204864e+06 2.2250314132e+09 1.4059534075e-01 -6.9117653412e+08 2SC 1 2.4639144773e-05
3.3183118741e+02 9.9549356223e+02 3.5097464465e+01 1.8079685338e+01 1.1664313122e+02 1.9204737177e+02 -2.8703591219e+01 9.6023685886e+01 2.0619445330e+01 1.1616873082e+08 7.1914150847e+06 2.3971383616e+06 2.2701670759e+09 1.5738480641e-01 -6.9781466747e+08 2SC 1 3.6248213447e-05
3.3276108727e+02 9.9828326180e+02 3.4146696935e+01 1.7962251790e+01 1.1588549542e+02 1.9324154478e+02 -2.7745220915e+01 9.6620772390e+01 1.9264723031e+01 1.2290518918e+08 7.3130591151e+06 2.4376863717e+06 2.3105963132e+09 1.4894407551e-01 -7.0455112583e+08 2SC 1 7.1125733467e-06
3.3369098712e+02 1.0010729614e+03 3.2032734612e+01 1.8574044368e+01 1.1983254431e+02 1.9642574331e+02 -2.8808814219e+01 9.8212871656e+01 2.1619672654e+01 1.2976955607e+08 7.4779327722e+06 2.4926442574e+06 2.3655492123e+09 1.5464716949e-01 -7.1141549272e+08 2SC 1 6.2720454706e-05
3.3462088698e+02 1.0038626609e+03 3.1632633543e+01 1.8342047416e+01 1.1833578978e+02 1.9693363990e+02 -2.7701202866e+01 9.8466819952e+01 1.9868969827e+01 1.3681264641e+08 7.5976095414e+06 2.5325365138e+06 2.4055061973e+09 1.9824008123e-01 -7.1845858306e+08 2SC 1 3.4452710389e-05
3.3555078684e+02 1.0066523605e+03 3.1552916158e+01 1.8530192956e+01 1.1954963198e+02 1.9776571740e+02 -2.8070423272e+01 9.8882858701e+01 2.0666773277e+01 1.4389958812e+08 7.6953360608e+06 2.5651120203e+06 2.4382764821e+09 1.9104438183e-01 -7.2554552478e+08 2SC 1 5.9015734176e-05
