# pipeline=quark_stars
# construction=with_maxwell
# m_sigma_mev=600.000000
# units=chemical potentials and sigma in MeV; densities in fm^-3; pressure and energy density in GeV fm^-3
# B0_mev4=5.806289137042e+08
# B0_gev_fm3=7.556822962283e-02
# B_mev4=6.005214958383e+05
# B_gev_fm3=7.815722782636e-05
# B_1_4_mev=27.837622
# B_min_mev4=6.005214958383e+05
# B_min_gev_fm3=7.815722782636e-05
# B_min_1_4_mev=27.837622
# columns=mu_u_mev mu_d_mev mu_e_mev sigma_mev constituent_mass_mev n_u_fm-3 n_d_fm-3 n_e_fm-3 n_B_fm-3 pressure_gev_fm-3 energy_density_gev_fm-3
2.938e+02 3.572e+02 6.345e+01 3.812e+01 1.230e+02 2.504e-01 4.975e-01 1.123e-03 2.493e-01 6.465e-03 2.449e-01
2.938e+02 3.573e+02 6.355e+01 3.797e+01 1.225e+02 2.511e-01 4.988e-01 1.128e-03 2.500e-01 6.520e-03 2.455e-01
2.938e+02 3.574e+02 6.365e+01 3.782e+01 1.220e+02 2.518e-01 5.001e-01 1.133e-03 2.506e-01 6.575e-03 2.462e-01
2.938e+02 3.575e+02 6.374e+01 3.766e+01 1.215e+02 2.524e-01 5.014e-01 1.138e-03 2.513e-01 6.631e-03 2.469e-01
2.938e+02 3.576e+02 6.384e+01 3.751e+01 1.210e+02 2.531e-01 5.027e-01 1.144e-03 2.519e-01 6.688e-03 2.475e-01
2.938e+02 3.578e+02 6.394e+01 3.735e+01 1.205e+02 2.537e-01 5.040e-01 1.149e-03 2.526e-01 6.745e-03 2.482e-01
2.938e+02 3.579e+02 6.404e+01 3.720e+01 1.200e+02 2.544e-01 5.054e-01 1.154e-03 2.533e-01 6.803e-03 2.489e-01
2.938e+02 3.580e+02 6.414e+01 3.705e+01 1.195e+02 2.551e-01 5.067e-01 1.160e-03 2.539e-01 6.862e-03 2.495e-01
2.939e+02 3.581e+02 6.424e+01 3.689e+01 1.190e+02 2.557e-01 5.080e-01 1.165e-03 2.546e-01 6.922e-03 2.502e-01
2.939e+02 3.582e+02 6.434e+01 3.674e+01 1.185e+02 2.564e-01 5.093e-01 1.170e-03 2.552e-01 6.982e-03 2.509e-01
2.939e+02 3.583e+02 6.443e+01 3.659e+01 1.180e+02 2.571e-01 5.106e-01 1.176e-03 2.559e-01 7.043e-03 2.516e-01
2.939e+02 3.584e+02 6.453e+01 3.643e+01 1.175e+02 2.578e-01 5.120e-01 1.181e-03 2.566e-01 7.105e-03 2.522e-01
2.939e+02 3.585e+02 6.463e+01 3.628e+01 1.170e+02 2.584e-01 5.133e-01 1.186e-03 2.572e-01 7.168e-03 2.529e-01
2.939e+02 3.587e+02 6.473e+01 3.613e+01 1.165e+02 2.591e-01 5.146e-01 1.192e-03 2.579e-01 7.232e-03 2.536e-01
2.939e+02 3.588e+02 6.482e+01 3.597e+01 1.160e+02 2.598e-01 5.160e-01 1.197e-03 2.586e-01 7.296e-03 2.543e-01
2.940e+02 3.589e+02 6.492e+01 3.582e+01 1.155e+02 2.604e-01 5.173e-01 1.203e-03 2.592e-01 7.362e-03 2.549e-01
2.940e+02 3.590e+02 6.502e+01 3.566e+01 1.150e+02 2.611e-01 5.186e-01 1.208e-03 2.599e-01 7.428e-03 2.556e-01
2.940e+02 3.591e+02 6.511e+01 3.551e+01 1.145e+02 2.618e-01 5.200e-01 1.213e-03 2.606e-01 7.495e-03 2.563e-01
2.940e+02 3.592e+02 6.521e+01 3.536e+01 1.141e+02 2.625e-01 5.213e-01 1.219e-03 2.613e-01 7.563e-03 2.570e-01
2.941e+02 3.594e+02 6.531e+01 3.520e+01 1.136e+02 2.632e-01 5.226e-01 1.224e-03 2.619e-01 7.631e-03 2.576e-01
2.941e+02 3.595e+02 6.540e+01 3.505e+01 1.131e+02 2.638e-01 5.240e-01 1.230e-03 2.626e-01 7.701e-03 2.583e-01
2.941e+02 3.596e+02 6.550e+01 3.490e+01 1.126e+02 2.645e-01 5.253e-01 1.235e-03 2.633e-01 7.772e-03 2.590e-01
2.941e+02 3.597e+02 6.560e+01 3.474e+01 1.121e+02 2.652e-01 5.267e-01 1.241e-03 2.640e-01 7.843e-03 2.597e-01
2.942e+02 3.598e+02 6.569e+01 3.459e+01 1.116e+02 2.659e-01 5.280e-01 1.246e-03 2.646e-01 7.916e-03 2.604e-01
2.942e+02 3.600e+02 6.579e+01 3.443e+01 1.111e+02 2.666e-01 5.294e-01 1.251e-03 2.653e-01 7.989e-03 2.611e-01
2.942e+02 3.601e+02 6.588e+01 3.428e+01 1.106e+02 2.673e-01 5.307e-01 1.257e-03 2.660e-01 8.064e-03 2.618e-01
2.942e+02 3.602e+02 6.598e+01 3.413e+01 1.101e+02 2.679e-01 5.321e-01 1.262e-03 2.667e-01 8.139e-03 2.625e-01
2.943e+02 3.604e+02 6.607e+01 3.397e+01 1.096e+02 2.686e-01 5.335e-01 1.268e-03 2.674e-01 8.216e-03 2.632e-01
2.943e+02 3.605e+02 6.617e+01 3.382e+01 1.091e+02 2.693e-01 5.348e-01 1.273e-03 2.680e-01 8.293e-03 2.638e-01
2.943e+02 3.606e+02 6.627e+01 3.367e+01 1.086e+02 2.700e-01 5.362e-01 1.279e-03 2.687e-01 8.372e-03 2.645e-01
2.944e+02 3.607e+02 6.636e+01 3.351e+01 1.081e+02 2.707e-01 5.376e-01 1.284e-03 2.694e-01 8.451e-03 2.652e-01
2.944e+02 3.609e+02 6.646e+01 3.336e+01 1.076e+02 2.714e-01 5.389e-01 1.290e-03 2.701e-01 8.532e-03 2.659e-01
2.945e+02 3.610e+02 6.655e+01 3.321e+01 1.071e+02 2.721e-01 5.403e-01 1.295e-03 2.708e-01 8.613e-03 2.666e-01
2.945e+02 3.611e+02 6.665e+01 3.305e+01 1.066e+02 2.728e-01 5.417e-01 1.301e-03 2.715e-01 8.696e-03 2.674e-01
2.945e+02 3.613e+02 6.674e+01 3.290e+01 1.061e+02 2.735e-01 5.431e-01 1.307e-03 2.722e-01 8.780e-03 2.681e-01
2.946e+02 3.614e+02 6.683e+01 3.274e+01 1.056e+02 2.742e-01 5.445e-01 1.312e-03 2.729e-01 8.865e-03 2.688e-01
2.946e+02 3.615e+02 6.693e+01 3.259e+01 1.051e+02 2.749e-01 5.459e-01 1.318e-03 2.736e-01 8.951e-03 2.695e-01
2.947e+02 3.617e+02 6.702e+01 3.244e+01 1.046e+02 2.756e-01 5.472e-01 1.323e-03 2.743e-01 9.039e-03 2.702e-01
2.947e+02 3.618e+02 6.712e+01 3.228e+01 1.041e+02 2.763e-01 5.486e-01 1.329e-03 2.750e-01 9.127e-03 2.709e-01
2.947e+02 3.620e+02 6.721e+01 3.213e+01 1.036e+02 2.770e-01 5.500e-01 1.335e-03 2.757e-01 9.217e-03 2.716e-01
2.948e+02 3.621e+02 6.731e+01 3.198e+01 1.031e+02 2.777e-01 5.515e-01 1.340e-03 2.764e-01 9.308e-03 2.723e-01
2.948e+02 3.622e+02 6.740e+01 3.182e+01 1.027e+02 2.784e-01 5.529e-01 1.346e-03 2.771e-01 9.400e-03 2.731e-01
2.949e+02 3.624e+02 6.749e+01 3.167e+01 1.022e+02 2.792e-01 5.543e-01 1.351e-03 2.778e-01 9.494e-03 2.738e-01
2.949e+02 3.625e+02 6.759e+01 3.151e+01 1.017e+02 2.799e-01 5.557e-01 1.357e-03 2.785e-01 9.589e-03 2.745e-01
2.950e+02 3.627e+02 6.768e+01 3.136e+01 1.012e+02 2.806e-01 5.571e-01 1.363e-03 2.792e-01 9.685e-03 2.752e-01
2.951e+02 3.628e+02 6.778e+01 3.121e+01 1.007e+02 2.813e-01 5.585e-01 1.368e-03 2.800e-01 9.782e-03 2.760e-01
2.951e+02 3.630e+02 6.787e+01 3.105e+01 1.002e+02 2.820e-01 5.600e-01 1.374e-03 2.807e-01 9.881e-03 2.767e-01
2.952e+02 3.631e+02 6.796e+01 3.090e+01 9.968e+01 2.828e-01 5.614e-01 1.380e-03 2.814e-01 9.981e-03 2.774e-01
2.952e+02 3.633e+02 6.806e+01 3.075e+01 9.918e+01 2.835e-01 5.629e-01 1.386e-03 2.821e-01 1.008e-02 2.782e-01
2.953e+02 3.634e+02 6.815e+01 3.059e+01 9.868e+01 2.842e-01 5.643e-01 1.391e-03 2.828e-01 1.019e-02 2.789e-01
2.953e+02 3.636e+02 6.825e+01 3.044e+01 9.819e+01 2.850e-01 5.658e-01 1.397e-03 2.836e-01 1.029e-02 2.797e-01
2.954e+02 3.637e+02 6.834e+01 3.028e+01 9.769e+01 2.857e-01 5.672e-01 1.403e-03 2.843e-01 1.040e-02 2.804e-01
2.955e+02 3.639e+02 6.843e+01 3.013e+01 9.720e+01 2.864e-01 5.687e-01 1.409e-03 2.850e-01 1.050e-02 2.812e-01
2.955e+02 3.641e+02 6.853e+01 2.998e+01 9.670e+01 2.872e-01 5.701e-01 1.414e-03 2.858e-01 1.061e-02 2.819e-01
2.956e+02 3.642e+02 6.862e+01 2.982e+01 9.621e+01 2.879e-01 5.716e-01 1.420e-03 2.865e-01 1.072e-02 2.827e-01
2.957e+02 3.644e+02 6.871e+01 2.967e+01 9.571e+01 2.887e-01 5.731e-01 1.426e-03 2.873e-01 1.084e-02 2.834e-01
2.957e+02 3.645e+02 6.881e+01 2.952e+01 9.521e+01 2.894e-01 5.746e-01 1.432e-03 2.880e-01 1.095e-02 2.842e-01
2.958e+02 3.647e+02 6.890e+01 2.936e+01 9.472e+01 2.902e-01 5.761e-01 1.438e-03 2.888e-01 1.106e-02 2.850e-01
2.959e+02 3.649e+02 6.899e+01 2.921e+01 9.422e+01 2.909e-01 5.776e-01 1.444e-03 2.895e-01 1.118e-02 2.857e-01
2.960e+02 3.650e+02 6.909e+01 2.906e+01 9.373e+01 2.917e-01 5.791e-01 1.449e-03 2.903e-01 1.130e-02 2.865e-01
2.960e+02 3.652e+02 6.918e+01 2.890e+01 9.323e+01 2.925e-01 5.806e-01 1.455e-03 2.910e-01 1.142e-02 2.873e-01
2.961e+02 3.654e+02 6.927e+01 2.875e+01 9.274e+01 2.932e-01 5.821e-01 1.461e-03 2.918e-01 1.154e-02 2.881e-01
2.962e+02 3.656e+02 6.937e+01 2.859e+01 9.224e+01 2.940e-01 5.836e-01 1.467e-03 2.925e-01 1.167e-02 2.889e-01
2.963e+02 3.657e+02 6.946e+01 2.844e+01 9.174e+01 2.948e-01 5.851e-01 1.473e-03 2.933e-01 1.179e-02 2.896e-01
2.963e+02 3.659e+02 6.956e+01 2.829e+01 9.125e+01 2.956e-01 5.867e-01 1.479e-03 2.941e-01 1.192e-02 2.904e-01
2.964e+02 3.661e+02 6.965e+01 2.813e+01 9.075e+01 2.963e-01 5.882e-01 1.485e-03 2.949e-01 1.205e-02 2.912e-01
2.965e+02 3.663e+02 6.974e+01 2.798e+01 9.026e+01 2.971e-01 5.898e-01 1.491e-03 2.956e-01 1.218e-02 2.920e-01
2.966e+02 3.664e+02 6.984e+01 2.783e+01 8.976e+01 2.979e-01 5.913e-01 1.497e-03 2.964e-01 1.231e-02 2.928e-01
2.967e+02 3.666e+02 6.993e+01 2.767e+01 8.927e+01 2.987e-01 5.929e-01 1.503e-03 2.972e-01 1.245e-02 2.937e-01
2.968e+02 3.668e+02 7.002e+01 2.752e+01 8.877e+01 2.995e-01 5.945e-01 1.509e-03 2.980e-01 1.259e-02 2.945e-01
2.969e+02 3.670e+02 7.012e+01 2.736e+01 8.827e+01 3.003e-01 5.961e-01 1.515e-03 2.988e-01 1.272e-02 2.953e-01
2.970e+02 3.672e+02 7.021e+01 2.721e+01 8.778e+01 3.011e-01 5.977e-01 1.521e-03 2.996e-01 1.287e-02 2.961e-01
2.971e+02 3.674e+02 7.031e+01 2.706e+01 8.728e+01 3.019e-01 5.993e-01 1.527e-03 3.004e-01 1.301e-02 2.969e-01
2.972e+02 3.676e+02 7.040e+01 2.690e+01 8.679e+01 3.027e-01 6.009e-01 1.534e-03 3.012e-01 1.316e-02 2.978e-01
2.973e+02 3.678e+02 7.049e+01 2.675e+01 8.629e+01 3.036e-01 6.025e-01 1.540e-03 3.020e-01 1.330e-02 2.986e-01
2.974e+02 3.680e+02 7.059e+01 2.660e+01 8.579e+01 3.044e-01 6.041e-01 1.546e-03 3.028e-01 1.345e-02 2.995e-01
2.975e+02 3.682e+02 7.068e+01 2.644e+01 8.530e+01 3.052e-01 6.058e-01 1.552e-03 3.037e-01 1.361e-02 3.003e-01
2.976e+02 3.684e+02 7.078e+01 2.629e+01 8.480e+01 3.060e-01 6.074e-01 1.558e-03 3.045e-01 1.376e-02 3.012e-01
2.977e+02 3.686e+02 7.087e+01 2.614e+01 8.431e+01 3.069e-01 6.091e-01 1.565e-03 3.053e-01 1.392e-02 3.020e-01
2.978e+02 3.688e+02 7.097e+01 2.598e+01 8.381e+01 3.077e-01 6.107e-01 1.571e-03 3.061e-01 1.408e-02 3.029e-01
2.979e+02 3.690e+02 7.106e+01 2.583e+01 8.332e+01 3.086e-01 6.124e-01 1.577e-03 3.070e-01 1.424e-02 3.038e-01
2.980e+02 3.692e+02 7.116e+01 2.567e+01 8.282e+01 3.094e-01 6.141e-01 1.584e-03 3.078e-01 1.440e-02 3.046e-01
2.981e+02 3.694e+02 7.125e+01 2.552e+01 8.232e+01 3.103e-01 6.158e-01 1.590e-03 3.087e-01 1.457e-02 3.055e-01
2.983e+02 3.696e+02 7.135e+01 2.537e+01 8.183e+01 3.111e-01 6.175e-01 1.596e-03 3.095e-01 1.474e-02 3.064e-01
2.984e+02 3.698e+02 7.144e+01 2.521e+01 8.133e+01 3.120e-01 6.192e-01 1.603e-03 3.104e-01 1.491e-02 3.073e-01
2.985e+02 3.700e+02 7.154e+01 2.506e+01 8.084e+01 3.129e-01 6.210e-01 1.609e-03 3.113e-01 1.509e-02 3.082e-01
2.986e+02 3.703e+02 7.164e+01 2.491e+01 8.034e+01 3.138e-01 6.227e-01 1.616e-03 3.122e-01 1.526e-02 3.091e-01
2.988e+02 3.705e+02 7.173e+01 2.475e+01 7.985e+01 3.147e-01 6.245e-01 1.622e-03 3.130e-01 1.545e-02 3.100e-01
2.989e+02 3.707e+02 7.183e+01 2.460e+01 7.935e+01 3.156e-01 6.262e-01 1.629e-03 3.139e-01 1.563e-02 3.110e-01
2.990e+02 3.710e+02 7.192e+01 2.444e+01 7.885e+01 3.165e-01 6.280e-01 1.635e-03 3.148e-01 1.582e-02 3.119e-01
2.992e+02 3.712e+02 7.202e+01 2.429e+01 7.836e+01 3.174e-01 6.298e-01 1.642e-03 3.157e-01 1.601e-02 3.128e-01
2.993e+02 3.714e+02 7.212e+01 2.414e+01 7.786e+01 3.183e-01 6.316e-01 1.649e-03 3.166e-01 1.620e-02 3.138e-01
2.994e+02 3.717e+02 7.222e+01 2.398e+01 7.737e+01 3.192e-01 6.335e-01 1.655e-03 3.176e-01 1.639e-02 3.147e-01
2.996e+02 3.719e+02 7.231e+01 2.383e+01 7.687e+01 3.201e-01 6.353e-01 1.662e-03 3.185e-01 1.659e-02 3.157e-01
2.997e+02 3.721e+02 7.241e+01 2.368e+01 7.637e+01 3.211e-01 6.371e-01 1.669e-03 3.194e-01 1.679e-02 3.167e-01
2.999e+02 3.724e+02 7.251e+01 2.352e+01 7.588e+01 3.220e-01 6.390e-01 1.676e-03 3.203e-01 1.700e-02 3.177e-01
3.000e+02 3.726e+02 7.261e+01 2.337e+01 7.538e+01 3.230e-01 6.409e-01 1.682e-03 3.213e-01 1.721e-02 3.186e-01
3.002e+02 3.729e+02 7.271e+01 2.322e+01 7.489e+01 3.239e-01 6.428e-01 1.689e-03 3.222e-01 1.742e-02 3.196e-01
3.003e+02 3.731e+02 7.281e+01 2.306e+01 7.439e+01 3.249e-01 6.447e-01 1.696e-03 3.232e-01 1.764e-02 3.206e-01
3.005e+02 3.734e+02 7.290e+01 2.291e+01 7.390e+01 3.259e-01 6.467e-01 1.703e-03 3.242e-01 1.786e-02 3.217e-01
3.007e+02 3.737e+02 7.300e+01 2.275e+01 7.340e+01 3.269e-01 6.486e-01 1.710e-03 3.252e-01 1.808e-02 3.227e-01
3.008e+02 3.739e+02 7.310e+01 2.260e+01 7.290e+01 3.279e-01 6.506e-01 1.717e-03 3.261e-01 1.831e-02 3.237e-01
3.010e+02 3.742e+02 7.321e+01 2.245e+01 7.241e+01 3.289e-01 6.526e-01 1.724e-03 3.271e-01 1.854e-02 3.248e-01
3.012e+02 3.745e+02 7.331e+01 2.229e+01 7.191e+01 3.299e-01 6.546e-01 1.731e-03 3.281e-01 1.877e-02 3.258e-01
3.013e+02 3.748e+02 7.341e+01 2.214e+01 7.142e+01 3.309e-01 6.566e-01 1.739e-03 3.292e-01 1.901e-02 3.269e-01
3.015e+02 3.750e+02 7.351e+01 2.199e+01 7.092e+01 3.319e-01 6.586e-01 1.746e-03 3.302e-01 1.926e-02 3.280e-01
3.017e+02 3.753e+02 7.361e+01 2.183e+01 7.043e+01 3.330e-01 6.607e-01 1.753e-03 3.312e-01 1.950e-02 3.291e-01
3.019e+02 3.756e+02 7.371e+01 2.168e+01 6.993e+01 3.340e-01 6.628e-01 1.760e-03 3.323e-01 1.976e-02 3.302e-01
3.021e+02 3.759e+02 7.382e+01 2.152e+01 6.943e+01 3.351e-01 6.649e-01 1.768e-03 3.333e-01 2.001e-02 3.313e-01
3.023e+02 3.762e+02 7.392e+01 2.137e+01 6.894e+01 3.362e-01 6.670e-01 1.775e-03 3.344e-01 2.027e-02 3.324e-01
3.025e+02 3.765e+02 7.402e+01 2.122e+01 6.844e+01 3.372e-01 6.691e-01 1.783e-03 3.355e-01 2.054e-02 3.335e-01
3.027e+02 3.768e+02 7.413e+01 2.106e+01 6.795e+01 3.383e-01 6.713e-01 1.790e-03 3.366e-01 2.081e-02 3.347e-01
3.029e+02 3.771e+02 7.423e+01 2.091e+01 6.745e+01 3.394e-01 6.735e-01 1.798e-03 3.377e-01 2.109e-02 3.358e-01
3.031e+02 3.774e+02 7.434e+01 2.076e+01 6.696e+01 3.406e-01 6.757e-01 1.806e-03 3.388e-01 2.137e-02 3.370e-01
3.033e+02 3.777e+02 7.444e+01 2.060e+01 6.646e+01 3.417e-01 6.780e-01 1.813e-03 3.399e-01 2.165e-02 3.382e-01
3.035e+02 3.781e+02 7.455e+01 2.045e+01 6.596e+01 3.428e-01 6.802e-01 1.821e-03 3.410e-01 2.194e-02 3.394e-01
3.037e+02 3.784e+02 7.466e+01 2.030e+01 6.547e+01 3.440e-01 6.825e-01 1.829e-03 3.422e-01 2.224e-02 3.406e-01
3.039e+02 3.787e+02 7.477e+01 2.014e+01 6.497e+01 3.452e-01 6.848e-01 1.837e-03 3.433e-01 2.254e-02 3.419e-01
