# pipeline=quark_stars
# construction=without_maxwell
# m_sigma_mev=500.000000
# units=chemical potentials and sigma in MeV; densities in fm^-3; pressure and energy density in GeV fm^-3
# B0_mev4=4.033789244638e+08
# B0_gev_fm3=5.249933385925e-02
# B_mev4=0.000000000000e+00
# B_gev_fm3=0.000000000000e+00
# B_1_4_mev=0.000000
# columns=mu_u_mev mu_d_mev mu_e_mev sigma_mev constituent_mass_mev n_u_fm-3 n_d_fm-3 n_e_fm-3 n_B_fm-3 pressure_gev_fm-3 energy_density_gev_fm-3
2.900e+02 3.106e+02 2.059e+01 7.782e+01 2.510e+02 4.044e-02 8.076e-02 3.832e-05 4.040e-02 -2.014e-04 3.702e-02
2.898e+02 3.106e+02 2.079e+01 7.761e+01 2.504e+02 4.102e-02 8.193e-02 3.949e-05 4.098e-02 -2.115e-04 3.755e-02
2.896e+02 3.106e+02 2.100e+01 7.741e+01 2.497e+02 4.161e-02 8.310e-02 4.067e-05 4.157e-02 -2.218e-04 3.808e-02
2.894e+02 3.106e+02 2.120e+01 7.720e+01 2.490e+02 4.220e-02 8.427e-02 4.187e-05 4.216e-02 -2.323e-04 3.862e-02
2.892e+02 3.106e+02 2.141e+01 7.700e+01 2.484e+02 4.279e-02 8.545e-02 4.310e-05 4.275e-02 -2.430e-04 3.915e-02
2.889e+02 3.105e+02 2.161e+01 7.679e+01 2.477e+02 4.338e-02 8.662e-02 4.434e-05 4.333e-02 -2.538e-04 3.969e-02
2.887e+02 3.105e+02 2.182e+01 7.659e+01 2.471e+02 4.397e-02 8.780e-02 4.560e-05 4.392e-02 -2.648e-04 4.023e-02
2.885e+02 3.105e+02 2.202e+01 7.638e+01 2.464e+02 4.456e-02 8.898e-02 4.689e-05 4.451e-02 -2.760e-04 4.076e-02
2.883e+02 3.105e+02 2.222e+01 7.618e+01 2.457e+02 4.515e-02 9.016e-02 4.820e-05 4.510e-02 -2.873e-04 4.130e-02
2.881e+02 3.105e+02 2.242e+01 7.597e+01 2.451e+02 4.575e-02 9.134e-02 4.952e-05 4.570e-02 -2.988e-04 4.184e-02
2.878e+02 3.105e+02 2.263e+01 7.577e+01 2.444e+02 4.634e-02 9.253e-02 5.087e-05 4.629e-02 -3.105e-04 4.238e-02
2.876e+02 3.104e+02 2.283e+01 7.556e+01 2.438e+02 4.693e-02 9.371e-02 5.224e-05 4.688e-02 -3.223e-04 4.291e-02
2.874e+02 3.104e+02 2.303e+01 7.536e+01 2.431e+02 4.753e-02 9.489e-02 5.363e-05 4.747e-02 -3.343e-04 4.345e-02
2.872e+02 3.104e+02 2.323e+01 7.515e+01 2.424e+02 4.812e-02 9.608e-02 5.504e-05 4.807e-02 -3.464e-04 4.399e-02
2.870e+02 3.104e+02 2.343e+01 7.495e+01 2.418e+02 4.872e-02 9.727e-02 5.647e-05 4.866e-02 -3.587e-04 4.453e-02
2.867e+02 3.104e+02 2.363e+01 7.474e+01 2.411e+02 4.932e-02 9.846e-02 5.792e-05 4.926e-02 -3.711e-04 4.507e-02
2.865e+02 3.104e+02 2.382e+01 7.454e+01 2.404e+02 4.991e-02 9.965e-02 5.940e-05 4.985e-02 -3.837e-04 4.561e-02
2.863e+02 3.103e+02 2.402e+01 7.433e+01 2.398e+02 5.051e-02 1.008e-01 6.089e-05 5.045e-02 -3.964e-04 4.615e-02
2.861e+02 3.103e+02 2.422e+01 7.413e+01 2.391e+02 5.111e-02 1.020e-01 6.241e-05 5.105e-02 -4.093e-04 4.669e-02
2.859e+02 3.103e+02 2.442e+01 7.392e+01 2.385e+02 5.171e-02 1.032e-01 6.395e-05 5.164e-02 -4.223e-04 4.724e-02
2.857e+02 3.103e+02 2.461e+01 7.372e+01 2.378e+02 5.231e-02 1.044e-01 6.551e-05 5.224e-02 -4.354e-04 4.778e-02
2.855e+02 3.103e+02 2.481e+01 7.351e+01 2.371e+02 5.291e-02 1.056e-01 6.709e-05 5.284e-02 -4.487e-04 4.832e-02
2.852e+02 3.102e+02 2.501e+01 7.331e+01 2.365e+02 5.351e-02 1.068e-01 6.870e-05 5.344e-02 -4.621e-04 4.886e-02
2.850e+02 3.102e+02 2.520e+01 7.310e+01 2.358e+02 5.411e-02 1.080e-01 7.032e-05 5.404e-02 -4.756e-04 4.940e-02
2.848e+02 3.102e+02 2.540e+01 7.290e+01 2.352e+02 5.471e-02 1.092e-01 7.197e-05 5.464e-02 -4.893e-04 4.995e-02
2.846e+02 3.102e+02 2.559e+01 7.269e+01 2.345e+02 5.531e-02 1.104e-01 7.364e-05 5.524e-02 -5.031e-04 5.049e-02
2.844e+02 3.102e+02 2.579e+01 7.249e+01 2.338e+02 5.591e-02 1.116e-01 7.533e-05 5.584e-02 -5.170e-04 5.103e-02
2.842e+02 3.102e+02 2.598e+01 7.228e+01 2.332e+02 5.652e-02 1.128e-01 7.705e-05 5.644e-02 -5.310e-04 5.158e-02
2.840e+02 3.101e+02 2.618e+01 7.208e+01 2.325e+02 5.712e-02 1.140e-01 7.878e-05 5.704e-02 -5.452e-04 5.212e-02
2.837e+02 3.101e+02 2.637e+01 7.187e+01 2.318e+02 5.772e-02 1.152e-01 8.054e-05 5.764e-02 -5.594e-04 5.267e-02
2.835e+02 3.101e+02 2.656e+01 7.167e+01 2.312e+02 5.833e-02 1.164e-01 8.232e-05 5.824e-02 -5.738e-04 5.321e-02
2.833e+02 3.101e+02 2.675e+01 7.146e+01 2.305e+02 5.893e-02 1.176e-01 8.412e-05 5.885e-02 -5.883e-04 5.376e-02
2.831e+02 3.101e+02 2.695e+01 7.126e+01 2.299e+02 5.954e-02 1.188e-01 8.595e-05 5.945e-02 -6.029e-04 5.430e-02
2.829e+02 3.100e+02 2.714e+01 7.105e+01 2.292e+02 6.014e-02 1.200e-01 8.780e-05 6.005e-02 -6.176e-04 5.485e-02
2.827e+02 3.100e+02 2.733e+01 7.085e+01 2.285e+02 6.075e-02 1.212e-01 8.967e-05 6.066e-02 -6.324e-04 5.539e-02
2.825e+02 3.100e+02 2.752e+01 7.064e+01 2.279e+02 6.135e-02 1.224e-01 9.156e-05 6.126e-02 -6.472e-04 5.594e-02
2.823e+02 3.100e+02 2.771e+01 7.044e+01 2.272e+02 6.196e-02 1.236e-01 9.347e-05 6.187e-02 -6.622e-04 5.648e-02
2.821e+02 3.100e+02 2.790e+01 7.023e+01 2.266e+02 6.257e-02 1.249e-01 9.541e-05 6.247e-02 -6.773e-04 5.703e-02
2.819e+02 3.100e+02 2.809e+01 7.003e+01 2.259e+02 6.318e-02 1.261e-01 9.737e-05 6.308e-02 -6.925e-04 5.758e-02
2.817e+02 3.099e+02 2.828e+01 6.982e+01 2.252e+02 6.378e-02 1.273e-01 9.936e-05 6.369e-02 -7.077e-04 5.812e-02
2.815e+02 3.099e+02 2.847e+01 6.962e+01 2.246e+02 6.439e-02 1.285e-01 1.014e-04 6.429e-02 -7.231e-04 5.867e-02
2.812e+02 3.099e+02 2.866e+01 6.941e+01 2.239e+02 6.500e-02 1.297e-01 1.034e-04 6.490e-02 -7.385e-04 5.921e-02
2.810e+02 3.099e+02 2.884e+01 6.921e+01 2.232e+02 6.561e-02 1.309e-01 1.054e-04 6.551e-02 -7.540e-04 5.976e-02
2.808e+02 3.099e+02 2.903e+01 6.900e+01 2.226e+02 6.622e-02 1.321e-01 1.075e-04 6.611e-02 -7.695e-04 6.031e-02
2.806e+02 3.099e+02 2.922e+01 6.880e+01 2.219e+02 6.683e-02 1.333e-01 1.096e-04 6.672e-02 -7.852e-04 6.086e-02
2.804e+02 3.098e+02 2.941e+01 6.859e+01 2.213e+02 6.744e-02 1.345e-01 1.117e-04 6.733e-02 -8.009e-04 6.140e-02
2.802e+02 3.098e+02 2.959e+01 6.839e+01 2.206e+02 6.805e-02 1.358e-01 1.139e-04 6.794e-02 -8.167e-04 6.195e-02
2.800e+02 3.098e+02 2.978e+01 6.818e+01 2.199e+02 6.866e-02 1.370e-01 1.160e-04 6.855e-02 -8.325e-04 6.250e-02
2.798e+02 3.098e+02 2.997e+01 6.798e+01 2.193e+02 6.927e-02 1.382e-01 1.182e-04 6.915e-02 -8.484e-04 6.305e-02
2.796e+02 3.098e+02 3.015e+01 6.777e+01 2.186e+02 6.988e-02 1.394e-01 1.204e-04 6.976e-02 -8.643e-04 6.359e-02
2.794e+02 3.098e+02 3.034e+01 6.757e+01 2.180e+02 7.050e-02 1.406e-01 1.227e-04 7.037e-02 -8.803e-04 6.414e-02
2.792e+02 3.097e+02 3.052e+01 6.736e+01 2.173e+02 7.111e-02 1.418e-01 1.249e-04 7.098e-02 -8.964e-04 6.469e-02
2.790e+02 3.097e+02 3.071e+01 6.716e+01 2.166e+02 7.172e-02 1.431e-01 1.272e-04 7.159e-02 -9.125e-04 6.524e-02
2.788e+02 3.097e+02 3.089e+01 6.695e+01 2.160e+02 7.233e-02 1.443e-01 1.295e-04 7.220e-02 -9.286e-04 6.579e-02
2.786e+02 3.097e+02 3.108e+01 6.675e+01 2.153e+02 7.294e-02 1.455e-01 1.319e-04 7.281e-02 -9.448e-04 6.633e-02
2.784e+02 3.097e+02 3.126e+01 6.654e+01 2.146e+02 7.356e-02 1.467e-01 1.342e-04 7.342e-02 -9.611e-04 6.688e-02
2.782e+02 3.097e+02 3.144e+01 6.634e+01 2.140e+02 7.417e-02 1.479e-01 1.366e-04 7.403e-02 -9.773e-04 6.743e-02
2.780e+02 3.097e+02 3.162e+01 6.613e+01 2.133e+02 7.478e-02 1.492e-01 1.390e-04 7.465e-02 -9.936e-04 6.798e-02
2.779e+02 3.097e+02 3.181e+01 6.593e+01 2.127e+02 7.540e-02 1.504e-01 1.414e-04 7.526e-02 -1.010e-03 6.853e-02
2.777e+02 3.096e+02 3.199e+01 6.572e+01 2.120e+02 7.601e-02 1.516e-01 1.438e-04 7.587e-02 -1.026e-03 6.908e-02
2.775e+02 3.096e+02 3.217e+01 6.552e+01 2.113e+02 7.663e-02 1.528e-01 1.463e-04 7.648e-02 -1.043e-03 6.963e-02
2.773e+02 3.096e+02 3.235e+01 6.531e+01 2.107e+02 7.724e-02 1.540e-01 1.488e-04 7.709e-02 -1.059e-03 7.017e-02
2.771e+02 3.096e+02 3.253e+01 6.511e+01 2.100e+02 7.786e-02 1.553e-01 1.513e-04 7.771e-02 -1.075e-03 7.072e-02
2.769e+02 3.096e+02 3.271e+01 6.490e+01 2.094e+02 7.847e-02 1.565e-01 1.538e-04 7.832e-02 -1.092e-03 7.127e-02
2.767e+02 3.096e+02 3.289e+01 6.470e+01 2.087e+02 7.909e-02 1.577e-01 1.564e-04 7.893e-02 -1.108e-03 7.182e-02
2.765e+02 3.096e+02 3.307e+01 6.449e+01 2.080e+02 7.970e-02 1.589e-01 1.590e-04 7.954e-02 -1.125e-03 7.237e-02
2.763e+02 3.096e+02 3.325e+01 6.429e+01 2.074e+02 8.032e-02 1.602e-01 1.616e-04 8.016e-02 -1.141e-03 7.292e-02
2.761e+02 3.096e+02 3.343e+01 6.408e+01 2.067e+02 8.093e-02 1.614e-01 1.642e-04 8.077e-02 -1.157e-03 7.347e-02
2.759e+02 3.096e+02 3.361e+01 6.388e+01 2.061e+02 8.155e-02 1.626e-01 1.669e-04 8.138e-02 -1.174e-03 7.402e-02
2.758e+02 3.096e+02 3.379e+01 6.367e+01 2.054e+02 8.217e-02 1.638e-01 1.696e-04 8.200e-02 -1.190e-03 7.457e-02
2.756e+02 3.095e+02 3.397e+01 6.347e+01 2.047e+02 8.278e-02 1.650e-01 1.723e-04 8.261e-02 -1.207e-03 7.512e-02
2.754e+02 3.095e+02 3.415e+01 6.326e+01 2.041e+02 8.340e-02 1.663e-01 1.750e-04 8.322e-02 -1.223e-03 7.566e-02
2.752e+02 3.095e+02 3.433e+01 6.306e+01 2.034e+02 8.401e-02 1.675e-01 1.777e-04 8.384e-02 -1.239e-03 7.621e-02
2.750e+02 3.095e+02 3.450e+01 6.285e+01 2.027e+02 8.463e-02 1.687e-01 1.805e-04 8.445e-02 -1.256e-03 7.676e-02
2.748e+02 3.095e+02 3.468e+01 6.265e+01 2.021e+02 8.525e-02 1.699e-01 1.833e-04 8.507e-02 -1.272e-03 7.731e-02
2.747e+02 3.095e+02 3.486e+01 6.244e+01 2.014e+02 8.587e-02 1.712e-01 1.861e-04 8.568e-02 -1.288e-03 7.786e-02
2.745e+02 3.095e+02 3.503e+01 6.224e+01 2.008e+02 8.648e-02 1.724e-01 1.889e-04 8.629e-02 -1.304e-03 7.841e-02
2.743e+02 3.095e+02 3.521e+01 6.203e+01 2.001e+02 8.710e-02 1.736e-01 1.918e-04 8.691e-02 -1.321e-03 7.896e-02
2.741e+02 3.095e+02 3.538e+01 6.183e+01 1.994e+02 8.772e-02 1.749e-01 1.947e-04 8.752e-02 -1.337e-03 7.951e-02
2.739e+02 3.095e+02 3.556e+01 6.162e+01 1.988e+02 8.834e-02 1.761e-01 1.976e-04 8.814e-02 -1.353e-03 8.006e-02
2.738e+02 3.095e+02 3.573e+01 6.142e+01 1.981e+02 8.895e-02 1.773e-01 2.005e-04 8.875e-02 -1.369e-03 8.061e-02
2.736e+02 3.095e+02 3.591e+01 6.121e+01 1.975e+02 8.957e-02 1.785e-01 2.035e-04 8.937e-02 -1.385e-03 8.116e-02
2.734e+02 3.095e+02 3.608e+01 6.101e+01 1.968e+02 9.019e-02 1.798e-01 2.064e-04 8.998e-02 -1.401e-03 8.170e-02
2.732e+02 3.095e+02 3.626e+01 6.080e+01 1.961e+02 9.081e-02 1.810e-01 2.094e-04 9.060e-02 -1.417e-03 8.225e-02
2.731e+02 3.095e+02 3.643e+01 6.060e+01 1.955e+02 9.143e-02 1.822e-01 2.125e-04 9.121e-02 -1.432e-03 8.280e-02
2.729e+02 3.095e+02 3.660e+01 6.039e+01 1.948e+02 9.205e-02 1.834e-01 2.155e-04 9.183e-02 -1.448e-03 8.335e-02
2.727e+02 3.095e+02 3.678e+01 6.019e+01 1.941e+02 9.266e-02 1.847e-01 2.186e-04 9.245e-02 -1.464e-03 8.390e-02
2.726e+02 3.095e+02 3.695e+01 5.998e+01 1.935e+02 9.328e-02 1.859e-01 2.217e-04 9.306e-02 -1.479e-03 8.445e-02
2.724e+02 3.095e+02 3.712e+01 5.978e+01 1.928e+02 9.390e-02 1.871e-01 2.248e-04 9.368e-02 -1.495e-03 8.500e-02
2.722e+02 3.095e+02 3.729e+01 5.957e+01 1.922e+02 9.452e-02 1.884e-01 2.279e-04 9.429e-02 -1.510e-03 8.555e-02
2.720e+02 3.095e+02 3.747e+01 5.936e+01 1.915e+02 9.514e-02 1.896e-01 2.311e-04 9.491e-02 -1.526e-03 8.610e-02
2.719e+02 3.095e+02 3.764e+01 5.916e+01 1.908e+02 9.576e-02 1.908e-01 2.343e-04 9.553e-02 -1.541e-03 8.665e-02
2.717e+02 3.095e+02 3.781e+01 5.895e+01 1.902e+02 9.638e-02 1.920e-01 2.375e-04 9.614e-02 -1.556e-03 8.719e-02
2.715e+02 3.095e+02 3.798e+01 5.875e+01 1.895e+02 9.700e-02 1.933e-01 2.407e-04 9.676e-02 -1.571e-03 8.774e-02
2.714e+02 3.095e+02 3.815e+01 5.854e+01 1.889e+02 9.762e-02 1.945e-01 2.440e-04 9.737e-02 -1.586e-03 8.829e-02
2.712e+02 3.095e+02 3.832e+01 5.834e+01 1.882e+02 9.824e-02 1.957e-01 2.472e-04 9.799e-02 -1.601e-03 8.884e-02
2.711e+02 3.095e+02 3.849e+01 5.813e+01 1.875e+02 9.886e-02 1.970e-01 2.505e-04 9.861e-02 -1.615e-03 8.939e-02
2.709e+02 3.096e+02 3.866e+01 5.793e+01 1.869e+02 9.948e-02 1.982e-01 2.538e-04 9.922e-02 -1.630e-03 8.994e-02
2.707e+02 3.096e+02 3.883e+01 5.772e+01 1.862e+02 1.001e-01 1.994e-01 2.572e-04 9.984e-02 -1.644e-03 9.049e-02
2.706e+02 3.096e+02 3.899e+01 5.752e+01 1.855e+02 1.007e-01 2.007e-01 2.605e-04 1.005e-01 -1.658e-03 9.104e-02
