# tag=combo4
# g_delta_factor=2.0000
# m_delta_mev=400.0
# lambda_3_factor=3.0000
# lambda_delta_factor=0.2500
# t_loop4_factor=4.0
# include_omega_1_num=True
# omega_vac_mev4=-5.8164593665e+08
# num_raw_points=700
# mu_min_mev=250.0
# mu_max_mev=900.0
# branch=stable
# columns=mu_q_mev mu_B_mev phi_mev delta_mev gap_mev mu_e_mev mu_8_mev delta_mu_mev gap_minus_delta_mu_mev pressure_mev4 quark_density_mev3 baryon_density_mev3 energy_density_mev4 cs2 omega_min_mev4 phase success neutrality_residual_norm
2.5278969957e+02 7.5836909871e+02 9.2999999619e+01 5.2443834210e-09 3.3834731749e-08 5.1100000000e-01 0.0000000000e+00 2.5550000000e-01 -2.5549996617e-01 2.3841857910e-07 2.4357208839e-05 8.1190696129e-06 6.1570130862e-03 1.4936777151e-04 -5.8164593665e+08 normal 1 4.9731361376e-14
2.5743919886e+02 7.7231759657e+02 9.3000000000e+01 0.0000000000e+00 0.0000000000e+00 5.3106190385e-01 0.0000000000e+00 2.6553095192e-01 -2.6553095192e-01 8.3446502686e-07 3.9420219568e-05 1.3140073189e-05 1.0147475279e-02 1.4936777284e-04 -5.8164593665e+08 normal 1 1.0208865811e-04
2.8626609442e+02 8.5879828326e+02 9.2660012305e+01 1.6652374088e+00 1.0743467154e+01 8.6471945035e+00 -2.7789877793e+01 4.3235972517e+00 6.4198699019e+00 4.0174394162e+04 5.2844797564e+04 1.7614932521e+04 1.5087499415e+07 9.9325285699e-03 -5.8168611105e+08 2SC 1 2.3476101462e-07
2.8719599428e+02 8.6158798283e+02 9.2318968958e+01 2.2979440703e+00 1.4825445615e+01 1.3091340008e+01 -2.9432790461e+01 6.5456700038e+00 8.2797756113e+00 9.8280739390e+04 6.9428515004e+04 2.3142838335e+04 1.9841310658e+07 1.0495619659e-02 -5.8174421739e+08 2SC 1 5.1107795689e-07
2.8812589413e+02 8.6437768240e+02 9.2063365642e+01 2.3782636121e+00 1.5343636207e+01 1.4121831294e+01 -2.7903582886e+01 7.0609156471e+00 8.2827205598e+00 1.6929752650e+05 1.3214437889e+05 4.4048126296e+04 3.7904919796e+07 5.6757302167e-03 -5.8181523418e+08 2SC 1 1.2965640650e-06
2.8905579399e+02 8.6716738197e+02 9.0869943021e+01 4.0750287263e+00 2.6290507911e+01 2.6617059447e+01 -3.4534941720e+01 1.3308529724e+01 1.2981978188e+01 3.4404281744e+05 2.0952612221e+05 6.9842040735e+04 6.0220696799e+07 2.4764787144e-02 -5.8198997947e+08 2SC 1 1.4618926455e-06
2.8998569385e+02 8.6995708155e+02 9.0869943021e+01 4.0750287263e+00 2.6290507911e+01 2.7035238705e+01 -3.3615437874e+01 1.3517619352e+01 1.2772888559e+01 5.5897414863e+05 2.3416161379e+05 7.8053871265e+04 6.7344543900e+07 2.7405621875e-02 -5.8220491080e+08 2SC 1 1.0355695765e-06
2.9091559371e+02 8.7274678112e+02 9.0869943021e+01 4.0750287263e+00 2.6290507911e+01 2.7464925814e+01 -3.2709935416e+01 1.3732462907e+01 1.2558045004e+01 7.7953651977e+05 4.4503623901e+05 1.4834541300e+05 1.2868844517e+08 7.4009485104e-03 -5.8242547317e+08 2SC 1 6.5457852994e-07
2.9184549356e+02 8.7553648069e+02 8.7341913105e+01 6.7528633358e+00 4.3566860231e+01 4.9031835330e+01 -4.0236991281e+01 2.4515917665e+01 1.9050942566e+01 1.3866524186e+06 6.3713222243e+05 2.1237740748e+05 1.8455751550e+08 9.1390605230e-03 -5.8303258907e+08 2SC 1 4.1856360273e-06
2.9277539342e+02 8.7832618026e+02 8.7341913105e+01 6.7528633358e+00 4.3566860231e+01 4.9578122831e+01 -3.9529680378e+01 2.4789061415e+01 1.8777798816e+01 1.9644748448e+06 1.3334766080e+06 4.4449220268e+05 3.8844466369e+08 3.4634607123e-03 -5.8361041150e+08 2SC 1 7.4912038690e-07
2.9370529328e+02 8.8111587983e+02 7.0705787991e+01 1.4294842189e+01 9.2224788315e+01 1.1147893570e+02 -5.1723795752e+01 5.5739467849e+01 3.6485320466e+01 3.8666518327e+06 2.7107262663e+06 9.0357542209e+05 7.9228800120e+08 7.8439471805e-03 -5.8551258849e+08 2SC 1 1.7734511736e-06
2.9463519313e+02 8.8390557940e+02 5.5891925708e+01 1.8577300454e+01 1.1985355132e+02 1.4677824294e+02 -5.3556684498e+01 7.3389121469e+01 4.6464429846e+01 7.0058827792e+06 3.7547332457e+06 1.2515777486e+06 1.0992706722e+09 2.4009571847e-02 -5.8865181943e+08 2SC 1 2.6326712093e-05
2.9556509299e+02 8.8669527897e+02 5.5343153997e+01 1.9039463725e+01 1.2283524984e+02 1.4900879885e+02 -5.4471644284e+01 7.4504399423e+01 4.8330850414e+01 1.0849703649e+07 4.1923209062e+06 1.3974403021e+06 1.2282540148e+09 3.5182077731e-02 -5.9249564030e+08 2SC 1 4.5951117125e-05
2.9649499285e+02 8.8948497854e+02 5.4951458948e+01 1.8904710584e+01 1.2196587474e+02 1.4986106051e+02 -5.3300095829e+01 7.4930530257e+01 4.7035344478e+01 1.4802760001e+07 4.5311460586e+06 1.5103820195e+06 1.3286593582e+09 3.8316418428e-02 -5.9644869665e+08 2SC 1 2.9387889412e-05
2.9742489270e+02 8.9227467811e+02 4.8572341595e+01 2.0950221045e+01 1.3516271642e+02 1.6264068313e+02 -5.5257385659e+01 8.1320341566e+01 5.3842374852e+01 1.9276727792e+07 4.9380441907e+06 1.6460147302e+06 1.4494205358e+09 5.0495256995e-02 -6.0092266445e+08 2SC 1 2.5332786626e-05
2.9835479256e+02 8.9506437768e+02 4.4848902587e+01 2.1197481780e+01 1.3675794697e+02 1.6809959198e+02 -5.3242051834e+01 8.4049795991e+01 5.2708150975e+01 2.3986533174e+07 5.2044902474e+06 1.7348300825e+06 1.5287980750e+09 8.2860284132e-02 -6.0563246983e+08 2SC 1 4.7846931914e-06
2.9928469242e+02 8.9785407725e+02 4.4626438743e+01 2.1478931527e+01 1.3857375179e+02 1.6930461422e+02 -5.3726022821e+01 8.4652307109e+01 5.3921444681e+01 2.8956037265e+07 5.3745245341e+06 1.7915081780e+06 1.5795568848e+09 1.4262024769e-01 -6.1060197392e+08 2SC 1 1.9663891741e-05
3.0021459227e+02 9.0064377682e+02 4.4563716995e+01 2.1448743198e+01 1.3837898837e+02 1.6984337641e+02 -5.3289866944e+01 8.4921688206e+01 5.3457300166e+01 3.3982072365e+07 5.4737723050e+06 1.8245907683e+06 1.6093242484e+09 1.4125419364e-01 -6.1562800902e+08 2SC 1 3.3965032143e-05
3.0114449213e+02 9.0343347639e+02 4.4054677534e+01 2.1626384125e+01 1.3952505887e+02 1.7121056737e+02 -5.3251679202e+01 8.5605283687e+01 5.3919775185e+01 3.9136157432e+07 5.7790896983e+06 1.9263632328e+06 1.7012048747e+09 6.3690774644e-02 -6.2078209409e+08 2SC 1 3.5894908511e-06
