# tag=combo3
# g_delta_factor=2.0000
# m_delta_mev=400.0
# lambda_3_factor=2.0000
# lambda_delta_factor=0.2500
# t_loop4_factor=4.0
# include_omega_1_num=True
# omega_vac_mev4=-5.8164593665e+08
# num_raw_points=700
# mu_min_mev=250.0
# mu_max_mev=900.0
# branch=stable
# columns=mu_q_mev mu_B_mev phi_mev delta_mev gap_mev mu_e_mev mu_8_mev delta_mu_mev gap_minus_delta_mu_mev pressure_mev4 quark_density_mev3 baryon_density_mev3 energy_density_mev4 cs2 omega_min_mev4 phase success neutrality_residual_norm
2.5185979971e+02 7.5557939914e+02 9.2999991212e+01 6.5834424620e-06 4.2473822335e-05 5.1100004859e-01 0.0000000000e+00 2.5550002429e-01 -2.5545755047e-01 1.7988681793e-04 1.7030816812e-04 5.6769389373e-05 4.2713894294e-02 2.9087017001e-03 -5.8164593665e+08 normal 1 9.7260015993e-08
2.7417739628e+02 8.2253218884e+02 9.2997875743e+01 5.7844920071e-03 3.7319303272e-02 1.0283222092e+00 0.0000000000e+00 5.1416110461e-01 -4.7684180133e-01 1.5600994825e+00 1.9664281696e+00 6.5547605652e-01 5.3759005602e+02 2.8951390911e-03 -5.8164593821e+08 normal 1 1.0466666609e-01
2.7696709585e+02 8.3090128755e+02 9.2997875743e+01 5.7844920071e-03 3.7319303272e-02 5.1100000000e-01 0.0000000000e+00 2.5550000000e-01 -2.1818069673e-01 2.4619568586e+00 8.2942325172e+02 2.7647441724e+02 2.2972048730e+05 5.8939948973e-04 -5.8164593912e+08 normal 1 1.2189175667e-01
2.7789699571e+02 8.3369098712e+02 9.2987558030e+01 5.1242848412e-01 3.3059902202e+00 1.5835801524e+00 -3.4683500740e+01 7.9179007620e-01 2.5142001439e+00 1.5447227552e+03 3.2437146985e+03 1.0812382328e+03 8.9987384690e+05 2.5413145151e-03 -5.8164748138e+08 2SC 1 1.8411637403e-09
2.7882689557e+02 8.3648068670e+02 9.2790367169e+01 8.1766873017e-01 5.2752821301e+00 3.0034124599e+00 -3.3770664055e+01 1.5017062299e+00 3.7735759002e+00 6.0351216251e+03 8.5020403119e+03 2.8340134373e+03 2.3645623845e+06 2.8454354474e-03 -5.8165197178e+08 2SC 1 9.7646400100e-09
2.7975679542e+02 8.3927038627e+02 9.2945574199e+01 8.4125058310e-01 5.4274231168e+00 3.1416537733e+00 -3.3267145585e+01 1.5708268867e+00 3.8565962301e+00 1.7356814895e+04 5.5783224525e+04 1.8594408175e+04 1.5588379317e+07 3.7484096806e-03 -5.8166329347e+08 2SC 1 3.6012720393e-09
2.8068669528e+02 8.4206008584e+02 9.2080478687e+01 3.0031528996e+00 1.9375179997e+01 1.5832148576e+01 -4.0984601729e+01 7.9160742878e+00 1.1459105709e+01 1.0978074664e+05 1.0474389818e+05 3.4914632728e+04 2.9290437885e+07 1.2278884232e-02 -5.8175571740e+08 2SC 1 4.0513362223e-07
2.8161659514e+02 8.4484978541e+02 9.1905543786e+01 3.3153875418e+00 2.1389597044e+01 1.8078286486e+01 -4.1183002392e+01 9.0391432428e+00 1.2350453801e+01 2.1215948677e+05 1.2894945437e+05 4.2983151456e+04 3.6102146797e+07 1.2981684344e-02 -5.8185809614e+08 2SC 1 2.4111423748e-05
2.8254649499e+02 8.4763948498e+02 9.1581616347e+01 3.6505554496e+00 2.3551970642e+01 2.0670216854e+01 -4.1070029787e+01 1.0335108427e+01 1.3216862215e+01 3.4960090497e+05 1.9485073099e+05 6.4950243664e+04 5.4704790183e+07 8.4024506598e-03 -5.8199553756e+08 2SC 1 7.5653255176e-07
2.8347639485e+02 8.5042918455e+02 9.0652066519e+01 4.8718416058e+00 3.1431236167e+01 2.9192508743e+01 -4.4796550669e+01 1.4596254371e+01 1.6834981795e+01 5.7454282051e+05 2.7705943747e+05 9.2353145824e+04 7.7965267673e+07 1.0809072689e-02 -5.8222047947e+08 2SC 1 1.2217155256e-05
